id	name	rarity	description	requirements	effects	end
2758	Energies emanating from the Ar	-1	Energies emanating from the Arcane Gateway has affected one of your commanders, giving him unexpected influence over creatures of mystical origin. [Arcane Gateway]	foundsite 1|0xE400 1|targpath4 0	gainaff 549755813888	
2759	Energies emanating from the De	-1	Energies emanating from the Demon Gate has affected one of your commanders, giving him unexpected influence over creatures of mystical origin. [Demon Gate]	foundsite 1|0xE400 1|targpath4 0	gainaff 549755813888	
2760	One of your commanders has ent	0	One of your commanders has entered the Cave of Dark Rites. The unspeakable ceremonies performed therein have tainted the soul of your servant. With this taint comes unexpected influence over creatures of mystical origin. [Cave of Dark Rites]	foundsite 1|targpath1 8|targpath4 0|unique 1	gainaff 549755813888	
2761	Energies emanating from the De	-1	Energies emanating from the Demon Gate has affected one of your commanders, giving him unexpected influence over creatures of mystical origin. [Demon Gate]	foundsite 1|0xE400 1|targpath4 0	gainaff 549755813888	
2762	Your mage has found The Mounta	0	Your mage has found The Mountain of Power! When climbing its peak your servant was granted a revelation of otherworldly origin, granting insights and power no mortal should bear. [The Mountain of Power].	targpath2 7|targorder 7|targpath4 0|unique 1|site 1	pathboost 7|astralboost 1|gainaff 4096|gainaff 549755813888	
2763	TEST This event produces The M	0	TEST This event produces The Mountain of Power. Try searching with a B2 mage. [The Mountain of Power]	rare 0|freesites 1	0x4200 -1	
2764	After attending a ceremony at 	-1	After attending a ceremony at the Blood Henge, your servant has gained unexpected influence over creatures of mystical origin. [Blood Henge]	foundsite 1|targpath4 0	gainaff 549755813888	
2765	One of your servants has been 	-1	One of your servants has been tainted by otherworldly energies, giving unexpected powers.	ench 57|targpath4 0	gainaff 549755813888	
2766	A student at the library has g	-1	A student at the library has gained insights! [Library]	0x1600 0|unique 1|targpath1 53|foundsite 1	fireboost 1	
2767	A student at the library has g	-1	A student at the library has gained insights! [Library]	0x1600 0|unique 1|targpath1 53|foundsite 1	natureboost 1	
2768	A student at the library has g	-1	A student at the library has gained insights! [Library]	0x1600 0|unique 1|targpath1 53|foundsite 1	deathboost 1	
2769	A student at the library has g	-1	A student at the library has gained insights! [Library]	0x1600 0|unique 1|targpath1 53|foundsite 1	astralboost 1	
2770	A forgotten tome has been foun	-1	A forgotten tome has been found at the library. Hidden in a secret repository and warded by magical glyphs, it was probably meant never to be opened. Alas, one of your mages could not resist the temptation. [Library]	0x1600 0|foundsite 1|unique 1|targpath1 53	astralboost 1|gainaff 549755813888|assassin -6|0x7500 1	
2771	Tomb of ice appears in mountai	2	Tomb of ice appears in mountain province HIDDEN. [Tomb of Ice]	turn 15|0x4600 2|noera 1|unique 1|mountain 1|cold 1|story 1|code 0|freesites 1|0x1800 66	code 211|0x4200 -1|notext 1	
2772	City of the Ancients appears H	0	City of the Ancients appears HIDDEN. [City of the Ancients]	capital 0|mountain 0|story 1|unique 1|land 1|freesites 3|code 211|code 0	code 212|0x4200 -1|notext 1	
2773	The City of the Ancients has b	0	The City of the Ancients has been found! Within its legendary walls are secrets long forgotten and treasures worthy of kings! However, to find these secrets the ruins must be entered by one brave enough to face the perils within. [City of the Ancients]	foundsite 1|unique 1	0x6B00 1	
2774	While exploring the ancient ru	0	While exploring the ancient ruins, your servants have found an ancient scriptorium, still containing crumbling clay tablets filled with ancient lore. A sage would be able to gain much knowledge from such a wealth of documents, if allowed time and facilities for research. Lacking one learned in dead languages, one of your mages might suffice. [Ancient Scriptorium]	rare 35|targorder 50|unique 1|freesites 1|code 212	code 213|newsite -1	
2775	A sage has come to study at th	0	A sage has come to study at the Scriptorium. [Ancient Scriptorium]	unique 1|luck 1|foundsite 1|rare 4	nation -2|com 478	
2776	A Lore Master and his apprenti	0	A Lore Master and his apprentice have come to study at the Ancient Scriptorium. [Ancient Scriptorium]	unique 1|luck 2|foundsite 1|rare 4	nation -2|com 478|com 479|addequip 1	
2777	Your sage has studied the anci	0	Your sage has studied the ancient texts in the scriptorium. They speak of a long forgotten age, when giants walked the earth and fought battles of such magnitude that was never seen again in the world of mortals. It seems the long dead inhabitants of this city were peaceful farmers worshiping their benevolent Lord in peace and piety. Their knowledge of science, astrology and agriculture were advanced, drawing the envy of rivaling nations. From the far north came frost giants, pillaging and destroying the fertile lands with their hatred and bitterly cold winters. Their civilization threatened with destruction, the elders of the city turned to powerful magic, summoning dragons to fight the intruders. The leader of the enemy giants was killed, but still the city fell, its splendor torn down, its glorious temples destroyed and its elders beheaded in the square. The once proud city-state dwindled into obscurity, only remembered in legends. Your servant suggests further studies may yield more details of the history of the city.	unique 1|targorder 4|mnr 478|nomonster 479|code 213	code 214	
2778	Your Lore Master has studied t	0	Your Lore Master has studied the ancient texts in the scriptorium. They speak of a long forgotten age, when giants walked the earth and fought battles of such magnitude that was never seen again in the world of mortals. It seems the long dead inhabitants of this city were peaceful farmers worshiping their benevolent Lord in peace and piety. Their knowledge of science, astrology and agriculture were advanced, drawing the envy of rivaling nations. From the far north came frost giants, pillaging and destroying the fertile lands with their hatred and bitterly cold winters. Their civilization threatened with destruction, the elders of the city turned to powerful magic, summoning dragons to fight the intruders. The leader of the enemy giants was killed, but still the city fell, its splendor torn down, its glorious temples destroyed, its elders beheaded in the square. The once proud city-state dwindled into obscurity, only remembered in legends. Your servant suggests further studies may yield more details of the history of the city.	unique 1|targorder 4|mnr 479|code 213	code 214	
2779	The ancient tablets in the scr	0	The ancient tablets in the scriptorium have been studied. They speak of a long forgotten age, when giants walked the earth and fought battles of such magnitude that was never seen again in the world of mortals. It seems the long dead inhabitants of this city were peaceful farmers worshiping their benevolent Lord in peace and piety. Their knowledge of science, astrology and agriculture were advanced, drawing the envy of rivaling nations. From the far north came frost giants, pillaging and destroying the fertile lands with their hatred and bitterly cold winters. Their civilization threatened with destruction, the elders of the city turned to powerful magic, summoning dragons to fight the intruders. The leader of the enemy giants was killed, but still the city fell, its splendor torn down, its glorious temples destroyed, its elders beheaded in the square. The once proud city-state dwindled into obscurity, only remembered in legends. Your servant suggests further studies may yield more details of the history of the city.	unique 1|targorder 4|targpath1 55|rare 15|code 213	code 214	
2780	Further information on the eve	0	Further information on the events leading to the downfall of the ancient city has been deciphered. It seems the leader of the northmen was mortally wounded and incarcerated in a tomb of ice. It was supposedly constructed somewhere in a nearby mountain range where perpetual cold would preserve the giant warleader for eternity.	unique 1|targorder 4|rare 50|code 214	code 215	
2781	An expedition into the mountai	0	An expedition into the mountains has located a cave opening hidden at the bottom of a rift in the great glacier crowning the mighty mountain peaks. It is sealed with huge slabs of cut stone bearing runes of frost. A sage or a powerful mage versed in the arts of water and frost magic may be able to decipher the runes, or perhaps an earth mage could somehow open the way.	unique 1|targorder 7|code 211|code 215	code 217|0x6B00 1	
2782	An expedition into the mountai	0	An expedition into the mountains has located a cave opening hidden at the bottom of a rift in the great glacier crowning the mighty mountain peaks. It is sealed with huge slabs of cut stone bearing runes of frost. A sage or a powerful mage versed in the arts of water and frost magic may be able to decipher the runes, or perhaps an earth mage could somehow open the way.	unique 1|targorder 7|code 211|code 216	code 217	
2783	The runes have been deciphered	0	The runes have been deciphered and their magic released, opening a way into the mountain. Following the ice-covered tunnel, a huge circular chamber has been reached. In its center rests a large sarcophagus of ice. Within lies an ancient warrior of a giant race, his battle wounds still fresh. Will you continue to plunder the treasures of the tomb, or let your mage investigate the magic of this place? [Tomb of Ice]	unique 1|mnr 478|code 217	code 218|order 3|newsite -1	
2784	The runes have been deciphered	0	The runes have been deciphered and their magic released, opening a way into the mountain. Following the ice-covered tunnel, a huge circular chamber has been reached. In its center rests a large sarcophagus of ice. Within lies an ancient warrior of a giant race, his battle wounds still fresh. Will you continue to plunder the treasures of the tomb, or let your mage investigate the magic of this place? [Tomb of Ice]	unique 1|mnr 479|code 217	code 218|order 3|newsite -1	
2785	The runes have been deciphered	0	The runes have been deciphered and their magic released, opening a way into the mountain. Following the ice-covered tunnel, a huge circular chamber has been reached. In its center rests a large sarcophagus of ice. Within lies an ancient warrior of a giant race, his battle wounds still fresh. Will you continue to plunder the treasures of the tomb, or let your mage investigate the magic of this place? [Tomb of Ice]	unique 1|targpath2 2|code 217	code 218|order 3|newsite -1	
2786	Powerful earth magic has been 	0	Powerful earth magic has been used o shatter the blocks of stone, opening a way into the mountain. Following the ice-covered tunnel, a huge circular chamber has been reached. In its center rests a large sarcophagus of ice. Within lies an ancient warrior of a giant race, his battle wounds still fresh. Will you continue to plunder the treasures of the tomb, or let your mage investigate the magic of this place? [Tomb of Ice]	unique 1|targpath2 3|code 217	code 218|order 3|newsite -1	
2787	While investigating the tomb, 	0	While investigating the tomb, your expedition has been attacked!	unique 1|targorder 100|nation 61|code 216|code 218	com 913|addequip 1|com 553|addequip 1|2com 283|6d6units 841|12d6units 541	
2788	While plundering the tomb, you	0	While plundering the tomb, your expedition has been attacked!	unique 1|targorder 101|nation 61|code 216|code 218	com 913|addequip 1|com 553|addequip 1|2com 283|6d6units 841|12d6units 541	
2789	The Tomb of Ice has been plund	0	The Tomb of Ice has been plundered! When his rime hauberk was stripped from the ancient warrior giant, the corpse started bleeding profusely from its wounds and soon lay drained. Within the tomb were found great treasures. [Rime Hauberk]	unique 1|targorder 101|code 218	magicitem 9|magicitem 3|magicitem 2|2d6vis W|gold 600|resetcode 215|resetcode 216	
2790	Your mage has investigated the	0	Your mage has investigated the magic of the Tomb of Ice. It seems the sarcophagus and the armor of the dead giant is enchanted with powerful magic, preserving him through the millennia and even slowly pulling his soul from the realm of the dead back into the flesh. The makers of the tomb seem to have planned ahead, for among its treasures are inscribed slabs of stone describing the ritual that will bring the ancient war-leader to life once more! Will you continue on this perilous path or rather withdraw, plundering the tomb of its riches?	unique 1|targorder 100|code 218	code 219|order 272	
2791	The Tomb of Ice has been plund	0	The Tomb of Ice has been plundered! When his rime hauberk was stripped from the ancient warrior giant, the corpse started bleeding profusely from its wounds and soon lay drained. Within the tomb were found great treasures. [Rime Hauberk]	unique 1|targorder 104|code 219	resetcode 215|resetcode 216|code 0|magicitem 9|magicitem 3|2d6vis W|gold 600	
2792	The ritual described on the st	0	The ritual described on the stone tablets has been performed, awakening the Rimturse from his long sleep! He is now bound to your service. [Rime Hauberk]	unique 1|rare 50|targorder 108|code 219	nation -2|code 0|resetcode 215|resetcode 216|com 844|addequip 9|addequip 1	
2793	The ritual described on the st	0	The ritual described on the stone tablets has been performed, awakening the Rimturse from his long sleep! Uttering a spell of summoning, he has brought the ice to life in an attempt to wipe out the expedition! [Rime Hauberk]	unique 1|rare 50|targorder 108|nation 61|code 219	order 0|code 220|resetcode 215|resetcode 216|com 844|addequip 9|addequip 1|2d6units 831|2d6units 832|2d6units 833	
2794	The giant has been defeated an	0	The giant has been defeated and his tomb plundered!	unique 1|nomnr 844|code 220	code 0|gold 600	
2795	The Niefel warlord has summone	0	The Niefel warlord has summoned elementals to his aid.	unique 1|monster 844|story 1|code 220	1d6units 831|1d6units 832|2d6units 833	
2796	The ritual described on the st	0	The ritual described on the stone tablets has been performed, awakening the Rimturse from his long sleep! Uttering a spell of summoning, he has brought the ice to life in an attempt to wipe out the expedition! [Rime Hauberk]	unique 1|rare 50|targorder 108|0x1200 61|code 219	order 0|code 221|resetcode 215|resetcode 216|nation 61|com 844|addequip 9|addequip 1|2d6units 831|2d6units 832|2d6units 831	
2797	A Rimturse from ancient times 	0	A Rimturse from ancient times has been awakened in a distant land! How this has come to be is a mystery, but he has crushed his summoners and now serves your will.	unique 1|monster 844|fornation 61|code 221	code 0	
2798	Reset code if Niefel moves. HI	0	Reset code if Niefel moves. HIDDEN.	unique 1|nomnr 844|code 221	code 0|notext 1	
2799	As a master of all forgotten l	0	As a master of all forgotten languages, you have swiftly studied the ancient texts in the scriptorium. They speak of a distant age, when giants walked the earth and fought battles of such magnitude that was never seen again in the world of mortals. It seems the long dead inhabitants of this city were peaceful farmers worshiping their benevolent Lord in peace and piety. Their knowledge of science, astrology and agriculture were advanced, drawing the envy of rivaling nations. From the far north came frost giants, pillaging and destroying the fertile lands with their hatred and bitterly cold winters. Their civilization threatened with destruction, the elders of the city turned to powerful magic, summoning dragons to fight the intruders. The leader of the enemy giants was killed, but still the city fell, its splendor torn down, its glorious temples destroyed, its elders beheaded in the square. The once proud city-state dwindled into obscurity, only remembered in legends. You surmise this could be an account of a war between the earlier civilizations of Niefelheim and Ur. Notably, the capital of the latter was known as the First City. Further studies may yield more details.	unique 1|targorder 4|mnr 251|code 213	code 214	
2800	There has been a theft in the 	0	There has been a theft in the scriptorium! Several interesting volumes have disappeared. Among them were some recent translations of the history of the city.	rare 50|unique 1|code 215	code 216	
2801	Accounts from the fall of the 	0	Accounts from the fall of the city have been found. According to one author, the attackers sought to claim some mysterious power located in the High Temple. Apparently the city was besieged and its population starved. A grisly passage describes how a zealous contingent of the temple guard began feeding upon the dead to preserve their strength for the final battle, described elsewhere by a witness: 'Without rest they fought, the chosen of the Lord, in defence of his wellspring of life, the source of Abundance. Red did it flow at the end, its purity wasted, all hope forfeit under the sword of the cold-bringers.' Perhaps the site of the temple can be found by searching the city ruins.	unique 1|targorder 4|freesites 1|code 214	code 225	
2802	The ruins of the High Temple h	0	The ruins of the High Temple have been found! Within its broken vaults is a wellspring of clear water, bursting from the earth. From the crypts beneath, the guardians of the temple rise to defend it once more... [Wellspring of Abundance]	unique 1|targorder 7|rare 70|code 225|freesites 1	newsite -1|code 214|4com 1976|gainaff 549755813888|8d6units 1976|8d6units 1976	
2803	A weapons cache has been found	0	A weapons cache has been found! [Flesh Eater]	rare 5|targorder 50|unique 1|code 213|code 214	magicitem 9|magicitem 9|magicitem 9	
2804	A small stone chest has been f	0	A small stone chest has been found. It is covered in strange runes of frost and contains magical gems.	rare 5|targorder 50|unique 1|code 214|code 212	2d6vis W	
2805	The tomb of a giant warrior ha	0	The tomb of a giant warrior has been found and looted. [Frost Brand]	rare 5|targorder 50|unique 1|code 213|code 212	magicitem 9	
2806	While exploring the ancient ru	0	While exploring the ancient ruins, your servant has been attacked!	rare 4|targorder 50|targpath4 0|code 214|code 212	assassin -14	
2807	While exploring the ancient ru	0	While exploring the ancient ruins, your servant has been attacked!	rare 4|targorder 50|targpath4 0|code 215|code 213	assassin -5	
2808	While exploring the ancient ru	0	While exploring the ancient ruins, your servant has been attacked!	rare 10|targorder 50|targpath4 0|code 216|code 212	assassin 316	
2809	While exploring the ancient ru	0	While exploring the ancient ruins, your servant has been attacked!	rare 10|targorder 50|targpath4 0|code 214|code 213	assassin 316	
2810	While exploring the ancient ru	0	While exploring the ancient ruins, your servant has been attacked!	rare 10|targorder 50|targpath4 0|code 215|code 213	assassin 1976	
2811	One of your researchers discov	0	One of your researchers discovered an intruder in the scriptorium. When revealed, the creature attacked!	rare 10|targorder 4|targpath4 0|unique 1|code 213	assassin 913	
2812	One of your researchers discov	0	One of your researchers discovered an intruder in the scriptorium. When revealed, the creature attacked!	rare 90|targorder 4|targpath4 0|unique 1|code 214	assassin 913	
2813	Jotun scout HIDDEN.	0	Jotun scout HIDDEN.	rare 30|unique 1|code 213|code 214|code 215	stealthcom 786|notext 1	
2814	Gateway [Gateway]	0	Gateway [Gateway]	rare 0|land 1|freesites 1	0x4200 -1	
2815	Reveal Gateway [Gateway]	0	Reveal Gateway [Gateway]	rare 0	revealsite 1	
2816	Monolith [Monolith]	0	Monolith [Monolith]	rare 0|land 1|freesites 1	0x4200 -1	
2817	Reveal Monolith [Monolith]	0	Reveal Monolith [Monolith]	rare 0	revealsite 1	
2818	Tar Pits [Tar Pits]	0	Tar Pits [Tar Pits]	rare 0|land 1|freesites 1	0x4200 -1	
2819	Reveal Tar Pits [Tar Pits]	0	Reveal Tar Pits [Tar Pits]	rare 0	revealsite 1	
2820	Tower of the Golden Order [Tow	0	Tower of the Golden Order [Tower of the Golden Order]	rare 0|land 1|freesites 1	0x4200 -1	
2821	Reveal Tower of the Golden Ord	0	Reveal Tower of the Golden Order [Tower of the Golden Order]	rare 0	revealsite 1	
2822	Tower of the Silver Order [Tow	0	Tower of the Silver Order [Tower of the Silver Order]	rare 0|land 1|freesites 1	0x4200 -1	
2823	Reveal Tower of the Silver Ord	0	Reveal Tower of the Silver Order [Tower of the Silver Order]	rare 0	revealsite 1	
2824	Forest of Truffles [Forest of 	0	Forest of Truffles [Forest of Truffles]	rare 0|land 1|freesites 1	0x4200 -1	
2825	Reveal Forest of Truffles [For	0	Reveal Forest of Truffles [Forest of Truffles]	rare 0	revealsite 1	
2826	The Glowing Hill [The Glowing 	0	The Glowing Hill [The Glowing Hill]	rare 0|land 1|freesites 1	0x4200 -1	
2827	Reveal The Glowing Hill [The G	0	Reveal The Glowing Hill [The Glowing Hill]	rare 0	revealsite 1	
2828	Cracked Tower [Cracked Tower]	0	Cracked Tower [Cracked Tower]	rare 0|land 1|freesites 1	0x4200 -1	
2829	Reveal Cracked Tower [Cracked 	0	Reveal Cracked Tower [Cracked Tower]	rare 0	revealsite 1	
2830	Hidden Kingdom [The Hidden Kin	0	Hidden Kingdom [The Hidden Kingdom of Elludia]	rare 0|land 1|freesites 1	0x4200 -1	
2831	Reveal Hidden Kingdom [The Hid	0	Reveal Hidden Kingdom [The Hidden Kingdom of Elludia]	rare 0	revealsite 1	
2832	Palace of Dreams [Palace of Dr	0	Palace of Dreams [Palace of Dreams]	rare 0|land 1|freesites 1	0x4200 -1	
2833	Reveal Palace of Dreams [Palac	0	Reveal Palace of Dreams [Palace of Dreams]	rare 0	revealsite 1	
2834	Pearl Beach [Pearl Beach]	0	Pearl Beach [Pearl Beach]	rare 0|land 1|freesites 1	0x4200 -1	
2835	Reveal Pearl Beach [Pearl Beac	0	Reveal Pearl Beach [Pearl Beach]	rare 0	revealsite 1	
2836	Lake of Living Water [Lake of 	0	Lake of Living Water [Lake of Living Water]	rare 0|land 1|freesites 1	0x4200 -1	
2837	Reveal Lake of Living Water [L	0	Reveal Lake of Living Water [Lake of Living Water]	rare 0	revealsite 1	
2838	The Lake of Living water code 	0	The Lake of Living water code to prevent doubling of event with manual vs spell search, HIDDEN. [Lake of Living Water]	unique 1|hiddensite 1|code 0	code -99|notext 1	
2839	The Lake of Living water has b	0	The Lake of Living water has been found. Sentient forces dwell below the surface. Perhaps one skilled in the path of water could bind them to service? [Lake of Living Water]	unique 1|foundsite 1|code -99|0x4B00 1	0x6B00 1|code 253	
2840	A water mage has arrived at th	0	A water mage has arrived at the Lake of Living Water. An attempt to summon the entities residing therein can be made. It is not without danger, for the Lake may not want to be disturbed. [Lake of Living Water]	unique 1|foundsite 1|targpath1 2|code 253	code 226|order 273|0x6F00 8	
2841	The Lake has grown still. Its 	0	The Lake has grown still. Its magic withdrawn from the world.  [Lake of Living Water]	foundsite 1|story 1|code 226	code 0|order 0	
2842	The Lake of Living water has b	0	The Lake of Living water has been found. Sentient forces dwell below the surface. An attempt to summon the entities residing therein can be made. It is not without danger, for the Lake may not want to be disturbed.[Lake of Living Water]	unique 1|foundsite 1|targpath1 2|code -99	code 226|0x6B00 1|order 273|0x6F00 8	
2843	The Lake has grown still. Its 	0	The Lake has grown still. Its magic withdrawn from the world.  [Lake of Living Water]	foundsite 1|story 1|code 226	code 0|order 0	
2844	Water elementals live in the L	0	Water elementals live in the Lake. A skillful mage may be able to lure more powerful ones into service, but they seem more willful than is usual with such beings. [Lake of Living Water]	unique 1|foundsite 1|targpath1 2|targorder 100|code 226		
2845	The Lake of Living Water is le	0	The Lake of Living Water is left alone, once more undisturbed by mortals. On its shores were found some unusual, polished rocks and among them magical gems. [Lake of Living Water]	unique 1|foundsite 1|targpath1 2|targorder 104|code 226	code 0|2d6vis W	
2846	A summoning was attempted and 	0	A summoning was attempted and the Lake responded with wrath! [Lake of Living Water]	rare 13|unique 3|foundsite 1|targpath1 2|targorder 108|code 226	assassin 412	
2847	An elemental has been summoned	0	An elemental has been summoned!  [Lake of Living Water]	rare 25|unique 8|foundsite 1|targpath1 2|targorder 108|code 226	nation -2|1unit 412	
2848	A summoning was attempted and 	0	A summoning was attempted and the Lake responded with wrath! [Lake of Living Water]	rare 10|foundsite 1|targpath1 2|targorder 108|code 226	assassin 410	
2849	An elemental has been summoned	0	An elemental has been summoned!  [Lake of Living Water]	rare 25|unique 3|foundsite 1|0xE000 2|targorder 108|code 226	nation -2|1unit 410	
2850	A summoning was attempted and 	0	A summoning was attempted and the Lake responded with wrath! [Lake of Living Water]	rare 10|unique 2|foundsite 1|targpath2 2|targorder 108|code 226	assassin 408	
2851	An elemental has been summoned	0	An elemental has been summoned!  [Lake of Living Water]	rare 25|unique 2|foundsite 1|0xE000 2|targorder 108|code 226	nation -2|1unit 408	
2852	Several water elementals have 	0	Several water elementals have been bound!  [Lake of Living Water]	luck 1|rare 12|unique 1|foundsite 1|targpath3 2|targorder 108|code 226	nation -2|2d6units 408	
2853	Several water elementals have 	0	Several water elementals have been bound!  [Lake of Living Water]	luck 1|rare 15|unique 1|foundsite 1|0xE000 2|targorder 108|code 226	nation -2|2d6units 410	
2854	Several water elementals have 	0	Several water elementals have been bound!  [Lake of Living Water]	rare 15|unique 1|foundsite 1|0xE000 2|targorder 108|code 226	nation -2|2d6units 410	
2855	Several water elementals have 	0	Several water elementals have been bound! [Lake of Living Water]	luck 1|rare 10|unique 1|foundsite 1|targpath2 2|targorder 108|code 226	nation -2|2d6units 412	
2856	Your cunning mage has managed 	0	Your cunning mage has managed to trap one of the elementals from the Lake. [Bottle of Living Water]	rare 15|unique 3|targpath2 2|targorder 108|code 226	magicitem 9	
2857	Insights have been gained from	0	Insights have been gained from prodding the depths of the Lake of Living Water.  [Lake of Living Water]	rare 6|unique 1|foundsite 1|targpath2 2|targorder 108|code 226	pathboost 2	
2858	A whisper of falsehood and wic	0	A whisper of falsehood and wickedness has swept across the land. The Druj, People of the Lie, those of evil intentions, are called forth to spread the will of the destructive spirit. Rebellions, murder and thefts cause unrest and strife across the province. In its wake came the Daevas, demonic beings that thrive on destruction, and slaughter begun.	rare 0|land 1	id 15|unrest 50|nation 2|com 1912|5d6units 482|0x7700 1|com 2635|2d6units 2630|kill 5	
2859	A pack of werewolves have been	0	A pack of werewolves have been summoned to serve the Lord of Beasts.	rare 10|code -21|land 1	code 0|nation -2|2d6units 633	
2860	A vengeful sea hag has cursed 	1	A vengeful sea hag has cursed this province.	growth -2|land 0	incscale3 Misfortune|curse 10	
2861	A pack of sea dogs is roving t	1	A pack of sea dogs is roving the coastal lands.	coast 1|noseason 3|noseason 2|turn 10|unique 4	2com 1064|6d6units 1064	
2862	Lately, strange howling has be	2	Lately, strange howling has been heard along the coast. People have disappeared and locals are upset. Perhaps one of your commanders should investigate.	0x4600 1|turn 8|coast 1|noseason 3|noseason 2|unique 1|code 0	0x6B00 1|code 227|order 1|unrest 10	
2863	Tracks on the shore reveal tha	0	Tracks on the shore reveal that groups of creatures emerge from the sea at night-time and roam the coast, probably returning at dawn. A patrolling force may be able to intercept them.	code 227	code 228|order 0	
2864	Some tracks were found at the 	0	Some tracks were found at the shore, revealing that some kind of creatures emerge from the sea to roam the coast. Unfortunately, your men were set upon by a pack of these monsters! [Bottle of Living Water]	rare 20|targorder 3|code 227	code 0|com 1409|addequip 9|10d6units 1064	
2865	A smugglers cave was found, it	0	A smugglers cave was found, its contents claimed by the treasury.	targorder 3|rare 20|unique 1|code 228	gold 400|magicitem 1|magicitem 1	
2866	Some magic pearls were found a	0	Some magic pearls were found at the shore.	targorder 3|rare 20|unique 2|code 228	1d6vis S	
2867	The sea-creatures have been in	0	The sea-creatures have been intercepted! The pack is lead on a frenzied hunt by a proud ichtycentaur. [Bottle of Living Water]	rare 70|code 228|targorder 3	code 0|com 1409|addequip 9|6d6units 1064	
2868	Winter has come, putting an en	0	Winter has come, putting an end to the strange occurrences plaguing the coastal province.	season 3|code 228|code 227	code 0	
2869	More of the strange howling ha	0	More of the strange howling has been heard along the coast. People have disappeared and locals are upset.	rare 15|noseason 3|unique 3|code 227|code 228	unrest 15	
2870	Sea dogs are attacking the coa	2	Sea dogs are attacking the coastal settlements, lead on their frenzied hunt by a proud ichtycentaur. [Bottle of Living Water]	coast 1|unique 1|noseason 3	com 1409|addequip 9|10d6units 1064	
2871	Sea dogs are attacking the coa	0	Sea dogs are attacking the coastal settlements, lead on their frenzied hunt by a proud ichtycentaur. [Bottle of Living Water]	code 227|code 228|unique 1|coast 1|unique 1|noseason 3	com 1409|addequip 9|10d6units 1064|code 0	
2872	The province governor has sent	2	The province governor has sent word to the capital. The inhabitants in one of the secluded fishing villages along the coast seem to be engaged in smuggling. However, all attempts to reveal this have failed and she suspects the smugglers have informants among the province officials. The governor therefore asks for aid. Perhaps someone should be sent to investigate.	0x4600 1|coast 1|nation 37|nation 74|freesites 2|code 0	code 229|order 1|0x6B00 1	
2873	There has been an assassinatio	0	There has been an assassination attempt!	rare 10|code 231|targorder 100|code 230|code 229	assassin 1576	
2874	Your agent sends a disturbing 	0	Your agent sends a disturbing report from the coastal village. Some of the inhabitants are afflicted with a deforming disease. They walk hunchbacked and with a wobbling gait, eyes bulging from the strange fever besetting them. This has led them to seek aid with alien gods, secret worship supposedly taking place on a small island off the coast.	rare 80|targorder 100|code 229	code 230|incdom -3	
2875	When investigating the island,	0	When investigating the island, your agent was attacked!	rare 15|unique 2|targorder 100|code 231|code 230	assassin 757	
2876	The small island has been loca	0	The small island has been located. A basalt statue of hideous visage was found in a cove, with signs of ritual worship nearby. Someone may be able to observe the activities secretly. You could also send priests to bring the lost flock into the fold or armed men to deal with this heresy by force. [Statue of Hideous Visage]	rare 80|unique 1|targorder 100|code 230	code 231|order 33|newsite -1	
2877	At the night of the dark moon,	0	At the night of the dark moon, the villagers congregated at the basalt statue, engaging in guttural prayer and hideous chanting. As the rite progressed, they were joined by deformed men crawling from the sea, led by a robed creature with tentacles sprouting from its face. The strange ritual culminated in the summoning of a monstrosity from the void!	rare 90|unique 1|targorder 100|code 231	gainaff 2097152|assassin 757	
2878	The village elders have approa	0	The village elders have approached your commander, offering a deal. If you let them continue their practices in peace, they will provide a tribute of youths touched by the blessing of the sea.	targorder 105|mintroops 10|unique 1|code 231	code 233|order 36|0x6F00 4	
2879	From the secluded village emer	0	From the secluded village emerges monstrosities lured from the void by the emanations of blasphemous worship. In their wake comes a horde of half-breeds and madmen wreaking havoc on the unsuspecting populace.	unique 1|code 233	code 0|com 332|addequip 1|3d6units 757|com 751|1d6units 970|1d6units 968|com 970|gainaff 549755813888|1d6units 969|2d6units 1565|1d6units 962	
2880	When attacking the village, yo	0	When attacking the village, your men were met by monstrous creatures, defending it alongside the villagers!	code 235|targorder 105|code 232|code 233|code 231	code 0|com 1575|3d6units 972|2d6units 1576|2d6units 757|1d6units 967|com 1575|1d6units 968|1d6units 970|2d6units 1565|2d6units 962	
2881	You have accepted the offer of	0	You have accepted the offer of tribute. Some hybrid servants will be available each month. [Secluded Village]	targorder 102|code 233	code 0|newsite -1|unrest -10|incdom -7	
2882	Your priests have been able to	0	Your priests have been able to convince a majority of the people living in the corrupted fishing-village to follow the true faith. The heretics have been banished or killed and your dominion rules supreme! The province governor has funded the building of a new temple.	preach 15|dominion 5|code 233|code 232|code 231	code 0|incdom 3|temple 1	
2883	There has been an assassinatio	0	There has been an assassination attempt!	rare 10|code 232|code 230|code 231	assassin 1576	
2884	From the secluded village emer	0	From the secluded village emerges monstrosities lured from the void by the emanations of blasphemous worship. In their wake comes a horde of half-breeds and madmen wreaking havoc on the unsuspecting populace.	rare 10|code 231|code 232	code 0|com 332|addequip 1|3d6units 757|com 751|1d6units 967|2d6units 968|1d6units 969|com 1565|gainaff 549755813888|2d6units 1565|2d6units 962	
2885	People have left the land, dis	0	People have left the land, disgusted by the heretical practices in some of the coastal villages. [Secluded Village]	rare 10|site 1|targorder 50	emigration 1|incdom -3|unrest 3	
