id	name	wpn1	wpn2	wpn3	wpn4	wpn5	wpn6	wpn7	armor1	armor2	armor3	armor4	rt	reclimit	basecost	rcost	size	ressize	hp	prot	mr	mor	str	att	def	prec	enc	mapmove	ap	ambidextrous	mounted	reinvigoration	leader	undeadleader	magicleader	startage	maxage	hand	head	body	foot	misc	crownonly	pathcost	startdom	bonusspells	F	A	W	E	S	D	N	B	H	rand1	nbr1	link1	mask1	rand2	nbr2	link2	mask2	rand3	nbr3	link3	mask3	rand4	nbr4	link4	mask4	holy	inquisitor	mind	inanimate	undead	demon	magicbeing	stonebeing	animal	coldblood	female	forestsurvival	mountainsurvival	wastesurvival	swampsurvival	cavesurvival	aquatic	amphibian	pooramphibian	float	flying	stormimmune	teleport	immobile	noriverpass	sailingshipsize	sailingmaxunitsize	stealthy	illusion	spy	assassin	patience	seduce	succubus	corrupt	heal	immortal	domimmortal	reinc	noheal	neednoteat	homesick	undisciplined	formationfighter	slave	standard	inspirational	taskmaster	beastmaster	bodyguard	waterbreathing	iceprot	invulnerable	slashres	bluntres	pierceres	shockres	fireres	coldres	poisonres	voidsanity	darkvision	blind	animalawe	awe	haltheretic	fear	berserk	cold	heat	fireshield	banefireshield	damagerev	poisoncloud	diseasecloud	slimer	mindslime	reform	regeneration	reanimator	poisonarmor	petrify	eyeloss	ethereal	ethtrue	deathcurse	trample	trampswallow	stormpower	firepower	coldpower	darkpower	chaospower	magicpower	winterpower	springpower	summerpower	fallpower	forgebonus	fixforgebonus	mastersmith	resources	autohealer	autodishealer	alch	nobadevents	event	insane	shatteredsoul	leper	taxcollector	gem	gemprod	chaosrec	pillagebonus	patrolbonus	castledef	siegebonus	incprovdef	supplybonus	incunrest	popkill	researchbonus	drainimmune	inspiringres	douse	adeptsacr	crossbreeder	makepearls	pathboost	allrange	voidsum	heretic	elegist	shapechange	firstshape	secondshape	secondtmpshape	landshape	watershape	forestshape	plainshape	xpshape	unique	fixedname	special	nametype	summon	n_summon	autosum	n_autosum	batstartsum1	batstartsum2	domsummon	domsummon20	raredomsummon	bloodvengeance	bringeroffortune	realm1	realm2	realm3	batstartsum3	batstartsum4	batstartsum5	batstartsum1d6	batstartsum2d6	batstartsum3d6	batstartsum4d6	batstartsum5d6	batstartsum6d6	turmoilsummon	coldsummon	scalewalls	deathfire	uwregen	shrinkhp	growhp	transformation	startingaff	fixedresearch	divineins	lamialord	preanimator	dreanimator	mummify	onebattlespell	fireattuned	airattuned	waterattuned	earthattuned	astralattuned	deathattuned	natureattuned	bloodattuned	magicboostF	magicboostA	magicboostW	magicboostE	magicboostS	magicboostD	magicboostN	magicboostALL	eyes	heatrec	coldrec	spreadchaos	spreaddeath	corpseeater	poisonskin	bug	uwbug	spreadorder	spreadgrowth	startitem	spreaddom	battlesum5	acidshield	drake	prophetshape	horror	enchrebate50p	latehero	sailsize	uwdamage	landdamage	rpcost	buffer	rand5	nbr5	link5	mask5	rand6	nbr6	link6	mask6	mummification	diseaseres	raiseonkill	raiseshape	sendlesserhorrormult	xploss	theftofthesunawe	incorporate	hpoverslow	blessbers	dragonlord	curseattacker	uwheat	slothresearch	horrordeserter	mindvessel	elementrange	sorceryrange	older	disbelieve	firerange	astralrange	landreinvigoration	naturerange	beartattoo	horsetattoo	reincarnation	wolftattoo	boartattoo	sleepaura	snaketattoo	appetite	astralfetters	foreignmagicboost	templetrainer	infernoret	kokytosret	addrandomage	unsurr	combatcaster	homeshape	speciallook	aisinglerec	nowish	bugreform	mason	onisummon	sunawe	spiritsight	defenceorganiser	invisible	startaff	ivylord	spellsinger	magicstudy	triplegod	triplegodmag	unify	triple3mon	yearturn	fortkill	thronekill	digest	indepmove	unteleportable	reanimpriest	stunimmunity	entangle	alchemy	woundfend	singlebattle	falsearmy	summon5	ainorec	researchwithoutmagic	slaver	autocompete	deathparalyze	adventurers	cleanshape	reqlab	reqtemple	horrormarked	changetargetgenderforseductionandseductionimmune	corpseconstruct	guardianspiritmodifier	isashah	iceforging	isayazad	isadaeva	blessfly	plant	clockworklord	commaster	comslave	minsizeleader	snowmove	swimming	stupid	skirmisher	ironvul	heathensummon	unseen	illusionary	reformtime	immortalrespawn	nomovepen	wolf	dungeon	graphicsize	twiceborn	aboleth	tmpastralgems	localsun	tmpfiregems	defiler	mountedbeserk	lanceok	startheroab	minprison	uwfireshield	saltvul	landenc	plaguedoctor	curseluckshield	pathboostuw	pathboostland	noarmormapmovepenalty	farthronekill	hpoverflow	indepstay	polyimmune	horrormark	deathdisease	allret	percentpathreduction	aciddigest	beckon	slaverbonus	carcasscollector	mindcollar	labpromotion	mountainrec	indepspells	enchrebate50	summon1	randomspell	deathpower	deathrec	norange	insanify	reanimator	defector	nohof	batstartsum1d3	enchrebate10	undying	moralebonus	uncurableaffliction	autoblessed	wintersummon1d3	stygianguide	almostundead	end
2869	Apostate of the Closed Realm	6	21						9	2			1		10015	1	2	2	13	1	12	13	11	12	12	10	3	16	22				40					2	1	1	0	2																																															1																																																																																																																									2870																																																																																							10000																																																																																											1																																																																																		
2870	Apostate of the Closed Realm	6	21						9	2			1		10015	1	2	2	13	1	12	13	11	12	12	10	3	14	11				40					2	1	1	1	2																																																1																																																																																																																									2869																																																																																						10000																																																																																											1																																																																																		
2871	Kabeiride	645							100	209			1		0	1	2	2	16	0	17	14	12	15	15	11	2	14	12				120	80	40		1000	2	1	1	1	2							2				3		1																	1						1				1								1							999	2									1											1																		4																																																							10	-5																								Axiocersa																																																																																	10000																																																																																																																																																																													
2872	Kabeiride	645							100	209			1		0	1	2	2	16	0	17	14	12	14	14	11	2	14	12				80	80	40	825	1000	2	1	1	1	2							1				3		2																	1						1				1								1							999	2									1											1																		4																																						3																	10	-5																								Axieros																																																																																	10000																																																																																																																																																																													
2873	Telkhine	92											1		0	1	4	4	43	1	18	30	18	12	12	12	1	20	14				120	80	40	550	1000	2	1	1	1	2					2	3	3	3		2				100	1	1	6016																														1								999	4																														15			15																																									1									5																									2874												161																																							62																																								10000																																																																																																																																																																													
2874	Telkhine	20											1		0	1	4	4	53	5	18	30	19	14	14	14	1	20	16				80	80	40	550	1000	0	1	1	1	2					2	3	3	3		2				100	1	1	6016																														1								999	4																														15			15							5																																											5																									2873												161																																							62										1	1																													10000																																																																																																																																																																													
2875	Queen of the City	92											1		0	1	4	4	39	1	18	30	17	12	12	12	1	20	14				120	40	40	550	1000	2	1	1	1	2					3	3	3	4			2		2																	1																	1								999	4																														15			15																																									1		1																																2876										Makelo		161																																																																											25				10000																																																																																																																																																																													
2876	Queen of the City	20											1		0	1	4	4	49	5	18	30	18	14	14	14	1	20	16				120	40	40	550	1000	0	1	1	1	2					3	3	3	4			2		2																	1																	1								999	4																														15			15							5																																				1																																2875										Makelo		161																																																	1	1																									25				10000																																																																																																																																																																													
2877	Telkhine	92											1		0	1	4	4	39	1	18	30	17	12	12	12	1	20	14				120	40	40	550	1000	2	1	1	1	2						4	3	3			3		3																	1										1							1								999	4																														15			15																																									1		2																		-5														2878										Dexithea		161																																																																											25				10000																																																																																																																																																																													
2878	Telkhine	20											1		0	1	4	4	49	5	18	30	18	14	14	14	1	20	16				120	40	40	550	1000	0	1	1	1	2						4	3	3			3		3																	1										1							1								999	4																														15			15							5																																				2																																2877										Dexithea		161																																																	1	1																									25				10000																																																																																																																																																																													
2879	Telkhine	92											1		0	1	4	4	39	1	18	30	17	12	12	12	1	20	14				120	80	40	550	1000	2	1	1	1	2						3	3	3		2	2		2																	1										1							1								999	4																														15			15																																									1		1																																2880										Lysagora		161																																																																											25				10000																																																																																																																																																																													
2880	Telkhine	20											1		0	1	4	4	49	5	18	30	18	14	14	14	1	20	16				120	80	40	550	1000	0	1	1	1	2						3	3	3		2	2		2																	1										1							1								999	4																														15			15							5																																				1																																2879										Lysagora		161																																																	1	1																									25				10000																																																																																																																																																																													
2881	Telkhine God-King	92											1		10020	1	4	4	47	1	18	30	19	12	12	12	1	20	14				120	120	40		1000	2	1	1	1	2		40	2			1	1	1																																							1								999	4																														15			15																																									1									5																									2882												161																																							62																																								10000																																																																																																																																																																													
2882	Telkhine God-King	20											1		10020	1	4	4	58	5	18	30	20	14	14	14	1	20	16				120	120	40		1000	0	1	1	1	2		40	2			1	1	1																																							1								999	4																														15			15							5																																											5																									2881												161																																							62										1	1																													10000																																																																																																																																																																													
2883	Abodai	86	371	63									1		10010	1	4	4	50	4	18	12	12	10	10	10	4	12	6				10		120	550	3000	0	0	0	0	2							1		2	1			1	100	1	1	7680													1						1										1																															2													5																																																																																																																																														4																							10000																																																										1																																																														3452	1																																																				
2884	Androleth	643	85	311					100				1		10050	1	2	2	14	2	13	14	11	8	9	8	3	2	10				40		10	1	5	2	1	1	1	2																																				1											1																																																																																																																																																																																																																10000																																																										1																																																																																																																			
2885	Androdai	63											1		10050	1	2	2	13	2	15	15	10	7	9	7	3	2	10				10		10	1	5	2	1	1	1	2									1				1	100	1	1	7680													1						1											1																																																																																										10																																																																																																																						10000																									1																																	1																																																																																																																			
2886	Grandmother	86	86	63									1		300	1	6	6	104	8	20	30	16	5	5	5	1	0	2				10		80		10000	0	0	0	0	2									1				3																	1						1				1						1							1																	1														1	1				15	10		1														5																																																																									1404																																																																												10000																																																5																																							10																																		1																																																				
2887	Lakam Ha' Warrior	263	373						151				1		10010	1	2	2	14	2	10	10	12	10	9	8	4	12	10				40			22	500	2	1	1	1	2																																												1			1																																												50																																																																																																																																																																				10000																																																																																																											1																																																																		
2888	Lakam Ha' Warrior	373							151	25			1		10010	1	2	2	14	2	10	10	12	10	9	8	4	12	10				40			22	500	2	1	1	1	2																																												1			1																																												50																																																																																																																																																																				10000																																																																																																											1																																																																		
2889	Lakam Ha' Warrior	263	373						151				1		10010	1	2	2	14	2	10	10	12	10	9	8	4	12	10				40			22	500	2	1	1	1	2																																												1			1																																												50																																																																																																																																																																				10000																																																																																																											1																																																																		
2890	Lakam Ha' Warrior	373							151	25			1		10010	1	2	2	14	2	10	10	12	10	9	8	4	12	10				40			22	500	2	1	1	1	2																																												1			1																																												50																																																																																																																																																																				10000																																																																																																											1																																																																		
2891	Lakam Ha' Batab	373							151	25			1		10010	1	2	2	16	2	11	10	13	11	10	8	4	12	10				40			22	500	2	1	1	1	2																																												1			1																																												50																																																																																																																																																																				10000																																																																																																											1																																																																		
2892	Priest of All Waters	32											1		10010	1	2	2	12	2	15	10	11	10	9	8	3	12	10				40			55	500	2	1	1	1	2							2						2																	1														1			1																																												50																																																																																																																																																																				10000																																																																																																											1																																																																		
2893	Warrior of the Deep	373							188	25			1		10010	1	2	2	12	3	10	10	11	10	9	8	3	14	10				40			22	500	2	1	1	1	2																																															1																																												50																																																																																																																																																																				10000																																																																																																																																																																													
2894	Lord of the Deep	373							188	24	25		1		10040	1	3	3	25	7	10	15	15	12	11	8	3	14	11				80			220	500	2	1	1	1	2													1																	1																	1																																												50																																																																																																																																																																				20000																																																																																																																																																																													
2895	Mother of All Waters	12							24				2		10070	1	3	3	22	7	16	13	14	9	8	8	3	14	11				40			220	500	2	1	1	1	2							3						2																	1										1							1																																												50																																																																																																																																																																				20000																																																																																																																																																																													
2896	Returned	373							188	25			1		10025	1	3	3	24	6	10	14	15	11	10	8	3	14	12				80			220	500	2	1	1	1	2																																															1																																												50																																																																																																																																																																				20000																																																																																																																																																																													
2897	Kernou Warrior	8	21						8	20	2		1		10009	1	2	2	10	0	10	10	10	10	10	10	3	14	12				40					2	1	1	1	2																																																																																																																																																																																																																																																															10000																																																																																																																																																																													
2898	Kernou Noble Warrior	8							13	20	2		1		10012	1	2	2	12	0	10	11	11	11	11	10	3	14	12				40					2	1	1	1	2																																																																																																																																																																																																																																																															10000																																																																																																																																																																													
2899	Kernou Cavalry	357							13	20	2		1		10015	6	3	2	12	0	10	11	11	11	11	8	4	20	23		1		40					2	1	1	0	2																																																																																																																																																																																																																																																															10000																																																																																																																																																																													
2900	Kernou Chieftain	8							8	20	2		1		10010	1	2	2	13	0	10	12	12	12	12	10	3	14	12				60					2	1	1	1	2																																																																												1																																																																																																																																																																																			10000																																																																																																																																																																													
2901	Kernou Druid	7											1		10010	1	2	2	10	0	13	12	9	9	9	11	3	14	12				10					2	1	1	1	2								1	1				1	100	1	1	11776													1																																																																																																																																																																																																																																	10000																																																																																																																																																																													
2902	Merrow Militia	373											1		10008	1	2	2	14	2	11	8	12	8	8	8	4	12	10				40					2	1	1	1	2																																															1																																												50																																																																																					142																																																																															12000																																																																																																																																																																													
2903	Merrow	373							25				1		10012	1	2	2	14	2	11	10	12	9	9	8	3	14	11				40					2	1	1	1	2																																															1																																												50																																																																																					142																																																																															12000																																																																																																																																																																													
2904	Merrow	373							188	25			1		10012	1	2	2	14	2	11	10	12	9	9	8	3	14	11				40					2	1	1	1	2																																															1																																												50																																																																																					142																																																																															12000																																																																																																																																																																													
2905	Merrow Chieftain	373							188	25			1		10022	1	2	2	15	2	11	12	13	10	10	8	3	14	11				40					2	1	1	1	2																																															1																																												50																																																																																					142																																																																															12000																																																																																																																																																																													
2906	Merrow Druid	674											1		10042	1	2	2	13	2	11	8	11	8	8	8	3	14	11				10					2	1	1	1	2							1	1					1																	1																	1																																												50																																																																																					142																																																																															12000																																																																																																																																																																													
2907	Ysian Militia	643											1		10008	1	2	2	14	2	11	8	12	8	8	8	3	14	10				40					2	1	1	1	2																																															1																																												50																																																																																																																																																																				12000																																																																																																																																																																													
2908	Ysian Spearman	643							25				1		10012	1	2	2	14	2	11	10	12	9	9	8	3	14	11				40					2	1	1	1	2																																															1																																												50																																																																																																																																																																				12000																																																																																																																																																																													
2909	Ysian Man at Arms	643							101	25	135		1		10015	1	2	2	15	2	11	11	13	10	10	8	3	14	11				40					2	1	1	1	2																																															1																																												50																																																																																																																																																																				12000																																																																																																																																																																													
2910	Knight of Ys	651							101	135	25		1		10037	1	3	2	16	2	11	13	13	10	10	8	5	20	30		1		40					2	1	1	0	2																																															1																																												50																																																																													2911																																																																																							12000																																																																																																																																																																													
2911	Knight of Ys	651	56						101	135	25		1		10037	1	3	2	16	2	11	13	13	10	10	8	5	20	30		1		40					2	1	1	0	2																																															1																																												50																																																																														2910																																																																																						12000																																																																																																																																																																													
2912	Ysian Scout	674											1		10012	1	2	2	14	2	11	10	12	9	9	8	3	14	11				0					2	1	1	1	2																																															1										50																																		50																																																																																																																																																																				12000																																																																																																																																																																													
2913	Ysian Commander	643							101	25	135		1		10015	1	2	2	16	2	11	13	13	11	11	8	3	14	11				60					2	1	1	1	2																																															1																																												50																																																																																																																																																																				12000																																																																																																																																																																													
2914	Ysian Druid	674											1		10012	1	2	2	13	2	14	9	11	8	8	8	3	14	11				10					2	1	1	1	2							1	1					1	100	1	1	11776													1																	1																																												50																																																																																																																																																																				12000																																																																																																																																																																													
2915	Morvarc'h Knight	475							101	155	135		1		10080	20	3	2	14	0	14	14	12	14	14	12	5	26	30		1		40				300	2	1	1	0	2																														1										1							1								3			1																													5				50																																																																													2916																																																																																							40000																																																																																																														1																																																															
2916	Morvarc'h Knight	475	56	676					101	155	135		1		10080	20	3	2	14	0	14	14	12	14	14	12	5	26	30		1		40				300	2	1	1	0	2																														1										1							1								3			1																													5				50																																																																														2915																																																																																						40000																																																																																																														1																																																															
2917	Morgen Champion	475							101	155	135		1		10060	20	3	2	16	0	16	14	13	15	15	12	4	26	30		1		80				300	2	1	1	0	2						1	1						1																	1										1							1								3			1																													5				50																																																																													2918																																																																																							40000																																																															1																																															1																																																															
2918	Morgen Champion	475	56	676					101	155	135		1		10060	20	3	2	16	0	16	14	13	15	15	12	4	26	30		1		80				300	2	1	1	0	2						1	1						1																	1										1							1								3			1																													5				50																																																																														2917																																																																																						40000																																																															1																																															1																																																															
2919	Morgen Princess	475							101	155			2		10060	20	3	2	16	0	17	14	13	15	15	12	4	26	30		1		120				500	2	1	1	0	2						2	1						2																	1										1							1								3			1																													5				50																																																																													2920																																																																																							40000																																																															1																																															1																																																															
2920	Morgen Princess	475	56	676					101	155			2		10060	20	3	2	16	0	17	14	13	15	15	12	4	26	30		1		120				500	2	1	1	0	2						2	1						2																	1										1							1								3			1																													5				50																																																																														2919																																																																																						40000																																																															1																																															1																																																															
2921	Morgen Sorceress	7											2		10040	1	2	2	13	0	18	13	12	14	14	13	3	14	12				40				1000	2	1	1	1	2						3	2	1					2	100	1	1	1920	10	1	1	1920									1										1							1										65	1																																	50																																																																																					143																																																																															40000																																																															1																																															1																																																															
2922	Morgen High Queen	7											1		9990	1	2	2	13	0	18	30	12	13	14	13	3	14	13				80				1000	2	1	1	1	2		10	1			1	1																																	1	1						1										65	1																																	50																																																																																					143																																																																															10000																																																															1																																															1																																																															
2923	Ysian Infantry	643							100	25	135		1		10012	1	2	2	14	2	11	10	12	9	9	8	3	2	11				40					2	1	1	1	2																																															1																																												50																																																																																																																																																																				12000																																																																																																																																																																													
2924	Queen of the North	475							214	155	213		2		0	20	3	2	17	0	18	14	13	17	16	12	4	26	30		1		120			880	1000	2	1	1	0	2					3	3	2	2					2																	1										1							1								3			1																		1											5				50																																																																													2925						Malgven																																																																													10				40000																																																															1																																															1																																																															
2925	Queen of the North	475	56	676					214	155	213		2		0	20	3	2	17	0	18	14	13	17	16	12	4	26	30		1		120			880	1000	2	1	1	0	2					3	3	2	2					2																	1										1							1								3			1																		1											5				50																																																																														2924					Malgven																																																																													10				40000																																																															1																																															1																																																															
2926	Morgen Queen	475							214	155			2		0	20	3	2	16	0	18	14	13	16	16	12	4	26	30		1		120			660	1000	2	1	1	0	2					1	4	3	2					2																	1										1							1								3			1																		1											5				50																																																																													2927						Dahut																																																																													5				40000																																																															1																																															1																																																															
2927	Morgen Queen	475	56	676					214	155			2		0	20	3	2	16	0	18	14	13	16	16	12	4	26	30		1		120			660	1000	2	1	1	0	2					1	4	3	2					2																	1										1							1								3			1																		1											5				50																																																																														2926					Dahut																																																																													5				40000																																																															1																																															1																																																															
2928	Swanherd	7	22										1		40	1	2	2	10	0	11	9	10	8	8	10	3	14	12				40					2	1	1	1	2																														1																																														-1		3															1																																																																																				2929	2																																																																													10000																																																																																																																																																																													
2929	Swan	677											1		0	1	2	2	6	0	8	8	6	8	8	8	3	3	5				40					0	0	0	0	2																																						1												1																				1		1																																																																									-1																																																																																																														10000																																																																																																																																																																													
2930	Hooded Spirit	92											1		10000	1	4	4	44	1	18	30	16	13	13	13	1	20	16				120		40			2	1	1	1	2		80	2				1	1			1																									1											1										65																																																								1																																				100																																							2																																																																			10000																																																										1							2	2	1																																																																																																										
2931	Knight Commander of Ys	651							101	135	25		1		10037	1	3	2	18	2	11	13	14	11	11	9	5	20	30		1		80					2	1	1	0	2																																															1																																												50																																																																													2932																																																																																							12000																																																																																																																																																																													
2932	Knight Commander of Ys	651	56						101	135	25		1		10037	1	3	2	18	2	11	13	14	11	11	9	5	20	30		1		80					2	1	1	0	2																																															1																																												50																																																																														2931																																																																																						12000																																																																																																																																																																													
2933	Enkidu	92							44				1		10016	1	3	3	24	2	11	11	15	10	9	10	3	16	14				40					2	1	1	1	2																																																																																																																																																																																151																																																																															16000																																																																																																																																																																													
2934	Enkidu Scout	9	24						44				1		10016	1	3	3	24	2	11	11	15	10	9	10	3	16	14				0					2	1	1	1	2																																									1	1															40																																																																																																																							151																																																																															16000																																																																																																																																																																													
2935	Enkidu Archer	9	24						7				1		10016	1	3	3	24	2	11	10	15	9	8	10	3	16	14				40					2	1	1	1	2																																																																																																																																																																																151																																																																															16000																																																																																																																																																																													
2936	Enkidu Spearman	1							7	2			1		10016	1	3	3	24	2	11	11	15	10	9	10	3	16	14				40					2	1	1	1	2																																																																																																																																																																																151																																																																															16000																																																																																																																																																																													
2937	Enkidu Warrior	17							7	2			1		10016	1	3	3	26	2	11	12	15	11	9	10	3	16	14				40					2	1	1	1	2																																																																																																																																																																																151																																																																															16000																																																																																																																																																																													
2938	Enkidu Heavy Archer	9	24						12	20			1		10016	1	3	3	24	2	11	10	15	9	8	10	3	16	14				40					2	1	1	1	2																																																																																																																																																																																151																																																																															16000																																																																																																																																																																													
2939	Enkidu Soldier	1							12	2	20		1		10016	1	3	3	24	2	11	11	15	10	9	10	3	16	14				40					2	1	1	1	2																																																																																																																																																																																151																																																																															16000																																																																																																																																																																													
2940	Enkidu Iron Warrior	17							12	2	20		1		10022	1	3	3	26	2	11	13	16	11	9	10	3	16	14				40					2	1	1	1	2																																																																																																	1																																																																															151																																																																															16000																																																																																																																																																																													
2941	Enkidu Royal Guard	6							12	2	20		1		10020	1	3	3	26	2	11	12	16	11	10	10	3	16	14				40					2	1	1	1	2																																																																															2																																																																																																	151																																																																															16000																																																																																																																																																																													
2942	Enkidu Commander	6							12	2	20		1		10016	1	3	3	27	2	11	12	16	11	11	10	3	16	14				40					2	1	1	1	2																																																																																																																																																																																151																																																																															16000																																																																																																																																																																													
2943	Ensi	6							136	2	148		1		10016	1	3	3	28	2	14	13	16	11	10	10	3	16	14				80					2	1	1	1	2							1				1		2	100	1	1	11776													1																																																																																																																																																		151																																																																															16000																																																																																																																																																																													
2944	Nin	9											1		10011	1	3	3	19	2	14	9	14	10	10	10	3	16	14				10					2	1	1	1	2													1	100	1	1	11776													1										1																																																																																																																																								152																																																																															16000																																																																																																																																																																													
2945	Gala	92											1		10011	1	3	3	19	2	14	8	14	10	9	10	3	16	14				10					2	1	1	1	2											1		1																	1										1																																																																																																																											2													152																																																																															16000																																																															1																																																																																																														
2946	Naditu	9											1		10011	1	3	3	19	2	15	9	14	10	10	10	3	16	14				0					2	1	1	1	2									1				1																	1										1																																																																																																																																								152																																																																															16000																																																																																																																																																																													
2947	Ereshdingir	7											1		10011	1	3	3	19	2	16	9	14	10	10	10	3	16	14				10					2	1	1	1	2							1		2				2																	1										1																																																																																															5																																									152																																																																															16000																																																																																																																																																																													
2948	Entu	7											2		10011	1	3	3	19	2	17	9	14	10	10	10	3	16	14				40					2	1	1	1	2							1		2				3	100	1	1	11776	10	1	1	11776									1										1																																				2																																																											10																																									152																																																																															16000																																																																																																																																																																													
2949	Gudu	7							44				1		10016	1	3	3	24	2	14	9	15	10	9	10	3	16	14				10					2	1	1	1	2													1	100	1	1	1280													1																																																																																																																																																		151																																																																															16000																																																																																																																																																																													
2950	Ishib	7							44				1		10016	1	3	3	24	2	14	9	15	10	9	10	3	16	14				10					2	1	1	1	2							1						2	100	1	1	9984													1																																																																																																																																																		151																																																																															16000																																																																																																																																																																													
